"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 04/16/2025. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 6,756 Crashes containing 14,925 Units and 16,139 Persons"

"Filters Applied to current Query:"
"Crash Year Is In  2020 or 2021 or 2022 or 2023 or 2024 or 2025"
"County Is Equal To HARRIS"
"Crash Severity Is In A - SUSPECTED SERIOUS INJURY or B - SUSPECTED MINOR INJURY or C - POSSIBLE INJURY or K - FATAL INJURY"
"Unit Description Is In 4 - PEDESTRIAN"
"TxDOT Reportable Flag Is True "


"Crash ID","Active School Zone Flag","At Intersection Flag","Bridge Detail","City","Contributing Factors","Crash Date","Crash Month","Crash Severity","Crash Time","Crash Year","DA","Day of Week","Hour of Day","Intersecting Road Speed Limit","Intersection Related","Latitude","Left Curb Type","Left Shoulder Type","Left Shoulder Use","Light Condition","Longitude","Number of Lanes","Object Struck","Population Group","Right Curb Type","Right of Way Usual Width","Right Shoulder Type","Right Shoulder Use","Road Base Type","Section","Section 2","Speed Limit","Street Name","Street Number","Surface Width","TxDOT Reportable Flag","Weather Condition"
"18653489","NO","false","NOT APPLICABLE","WEBSTER","DRIVER INATTENTION; FAILED TO CONTROL SPEED","2021-12-18","12","A - SUSPECTED SERIOUS INJURY","1447","2021","NO DATA","SATURDAY","14:00 - 14:59","-1","NON INTERSECTION","29.53469213","NONE","BITUMINOUS SURFACE (PAVED)","EMERGENCY ONLY","1 - DAYLIGHT","-95.1364026","10","HIT CONCRETE TRAFFIC BARRIER (NOT IN MEDIAN)","10,000 - 24,999 POP","NONE","No Data","BITUMINOUS SURFACE (PAVED)","EMERGENCY ONLY","No Data","3","No Data","65","IH0045","NO DATA","76","Yes","3 - RAIN"
"18654258","NO","true","NOT APPLICABLE","PASADENA","OTHER (EXPLAIN IN NARRATIVE)","2021-12-18","12","A - SUSPECTED SERIOUS INJURY","2043","2021","CW","SATURDAY","20:00 - 20:59","-1","INTERSECTION","29.68199481","No Data","No Data","No Data","3 - DARK, LIGHTED","-95.19143314","No Data","NOT APPLICABLE","100,000 - 249,999 POP","No Data","No Data","No Data","No Data","No Data","No Data","No Data","35","PASADENA BLVD","1950","No Data","Yes","2 - CLOUDY"
"18655372","NO","false","NOT APPLICABLE","HOUSTON","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2021-12-18","12","C - POSSIBLE INJURY","1425","2021","60","SATURDAY","14:00 - 14:59","-1","DRIVEWAY ACCESS","29.70482567","No Data","No Data","No Data","1 - DAYLIGHT","-95.35853968","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","35","SCOTT ST","NO DATA","No Data","Yes","3 - RAIN"
"18657195","NO","false","NOT APPLICABLE","HOUSTON","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2021-12-19","12","C - POSSIBLE INJURY","2355","2021","60","SUNDAY","23:00 - 23:59","-1","NON INTERSECTION","29.72495323","No Data","No Data","No Data","3 - DARK, LIGHTED","-95.37253475","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","30","EMANCIPATION AVE","4703","No Data","Yes","3 - RAIN"
"18665176","NO","true","NOT APPLICABLE","HOUSTON","OTHER (EXPLAIN IN NARRATIVE)","2021-12-19","12","C - POSSIBLE INJURY","1122","2021","10","SUNDAY","11:00 - 11:59","-1","NON INTERSECTION","29.7608148","No Data","No Data","No Data","1 - DAYLIGHT","-95.36949309","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","30","WALKER ST","401","No Data","Yes","1 - CLEAR"
"18659033","NO","false","NOT APPLICABLE","HOUSTON","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2021-12-20","12","C - POSSIBLE INJURY","1923","2021","20","MONDAY","19:00 - 19:59","-1","INTERSECTION","29.69081482","No Data","No Data","No Data","3 - DARK, LIGHTED","-95.50097306","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","35","BISSONNET ST","6700","No Data","Yes","1 - CLEAR"
"18670385","NO","false","NOT APPLICABLE","OUTSIDE CITY LIMITS","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2021-12-20","12","K - FATAL INJURY","0220","2021","NO DATA","MONDAY","02:00 - 02:59","-1","NON INTERSECTION","29.99891836","CURB-SUB-SURFACE ONLY","NONE (UNPAVED)","NO DESIGNATED USE","3 - DARK, LIGHTED","-95.47847651","6","NOT APPLICABLE","RURAL","CURB-SUB-SURFACE ONLY","No Data","NONE (UNPAVED)","NO DESIGNATED USE","No Data","1","No Data","40","FM1960","3227","123","Yes","3 - RAIN"
"18662266","NO","false","NOT APPLICABLE","OUTSIDE CITY LIMITS","OTHER (EXPLAIN IN NARRATIVE)","2021-12-21","12","B - SUSPECTED MINOR INJURY","1446","2021","1E","TUESDAY","14:00 - 14:59","-1","NON INTERSECTION","30.01469475","No Data","No Data","No Data","1 - DAYLIGHT","-95.43672306","No Data","NOT APPLICABLE","RURAL","No Data","No Data","No Data","No Data","No Data","No Data","No Data","35","HAFER RD","17200","No Data","Yes","1 - CLEAR"
"18669842","NO","false","NOT APPLICABLE","HOUSTON","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2021-12-21","12","A - SUSPECTED SERIOUS INJURY","2045","2021","50","TUESDAY","20:00 - 20:59","-1","NON INTERSECTION","29.85000478","No Data","No Data","No Data","2 - DARK, NOT LIGHTED","-95.26276917","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","35","TIDWELL RD","8794","No Data","Yes","1 - CLEAR"
"18663128","NO","false","NOT APPLICABLE","HOUSTON","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2021-12-22","12","C - POSSIBLE INJURY","2333","2021","10","WEDNESDAY","23:00 - 23:59","-1","NON INTERSECTION","29.85670849","NONE","NONE (UNPAVED)","NO DESIGNATED USE","3 - DARK, LIGHTED","-95.40077381","8","OTHER","250,000 POP AND OVER","NONE","No Data","BITUMINOUS SURFACE (PAVED)","EMERGENCY ONLY","No Data","3","No Data","35","IH0045","NO DATA","96","Yes","1 - CLEAR"
"18664524","NO","false","NOT APPLICABLE","HOUSTON","CHANGED LANE WHEN UNSAFE","2021-12-22","12","C - POSSIBLE INJURY","1625","2021","10","WEDNESDAY","16:00 - 16:59","-1","NON INTERSECTION","29.75240582","No Data","No Data","No Data","1 - DAYLIGHT","-95.36287215","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","30","POLK ST","1428","No Data","Yes","2 - CLOUDY"
"18665187","NO","false","NOT APPLICABLE","OUTSIDE CITY LIMITS","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2021-12-22","12","A - SUSPECTED SERIOUS INJURY","1000","2021","2T","WEDNESDAY","10:00 - 10:59","-1","NON INTERSECTION","29.89812172","NONE","BITUMINOUS SURFACE (PAVED)","EMERGENCY ONLY","1 - DAYLIGHT","-95.31393364","10","NOT APPLICABLE","RURAL","NONE","No Data","BITUMINOUS SURFACE (PAVED)","EMERGENCY ONLY","No Data","7","No Data","50","IH0069","NO DATA","96","Yes","1 - CLEAR"
"18664130","NO","false","NOT APPLICABLE","OUTSIDE CITY LIMITS","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE;UNDER INFLUENCE - DRUG","2021-12-23","12","K - FATAL INJURY","2155","2021","NO DATA","THURSDAY","21:00 - 21:59","-1","NON INTERSECTION","29.92857149","NONE","CONCRETE SURFACE (PAVED)","EMERGENCY ONLY","2 - DARK, NOT LIGHTED","-95.50543234","6","NOT APPLICABLE","RURAL","CURB-SUB-SURFACE ONLY","No Data","CONCRETE SURFACE (PAVED)","EMERGENCY ONLY","No Data","3","No Data","50","SH0249","NO DATA","90","Yes","1 - CLEAR"
"18671362","NO","false","CRASH INVOLVED UNDERPASS","HOUSTON","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2021-12-23","12","B - SUSPECTED MINOR INJURY","1756","2021","30","THURSDAY","17:00 - 17:59","-1","NON INTERSECTION","29.65137182","NONE","BITUMINOUS SURFACE (PAVED)","EMERGENCY ONLY","2 - DARK, NOT LIGHTED","-95.56832844","8","NOT APPLICABLE","250,000 POP AND OVER","NONE","No Data","BITUMINOUS SURFACE (PAVED)","EMERGENCY ONLY","ROADBED SOIL","13","No Data","45","IH0069","NO DATA","128","Yes","1 - CLEAR"
"18671533","NO","true","NOT APPLICABLE","HOUSTON","FAILED TO HEED WARNING SIGN","2021-12-23","12","B - SUSPECTED MINOR INJURY","1600","2021","20","THURSDAY","16:00 - 16:59","-1","INTERSECTION RELATED","29.66868482","No Data","No Data","No Data","1 - DAYLIGHT","-95.46620308","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","35","W BELLFORT ST","5000","No Data","Yes","1 - CLEAR"
"18673133","NO","false","NOT APPLICABLE","HOUSTON","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2021-12-23","12","C - POSSIBLE INJURY","1635","2021","10","THURSDAY","16:00 - 16:59","-1","INTERSECTION RELATED","29.69117775","No Data","No Data","No Data","1 - DAYLIGHT","-95.29878311","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","40","TELEPHONE RD","4933","No Data","Yes","1 - CLEAR"
"18680216","NO","false","NOT APPLICABLE","HOUSTON","NONE","2021-12-23","12","B - SUSPECTED MINOR INJURY","2256","2021","NO DATA","THURSDAY","22:00 - 22:59","-1","INTERSECTION RELATED","29.71264149","No Data","No Data","No Data","3 - DARK, LIGHTED","-95.31606937","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","35","TELEPHONE RD","3234","No Data","Yes","1 - CLEAR"
"18665441","NO","false","NOT APPLICABLE","HOUSTON","DRIVER INATTENTION;PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2021-12-25","12","C - POSSIBLE INJURY","1915","2021","40","SATURDAY","19:00 - 19:59","-1","DRIVEWAY ACCESS","29.96461407","No Data","No Data","No Data","3 - DARK, LIGHTED","-95.54696492","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","30","CENTERFIELD DR","13234","No Data","Yes","1 - CLEAR"
"18667177","NO","true","NOT APPLICABLE","HOUSTON","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2021-12-26","12","B - SUSPECTED MINOR INJURY","1400","2021","10","SUNDAY","14:00 - 14:59","-1","NON INTERSECTION","29.86996258","NONE","NONE (UNPAVED)","NO DESIGNATED USE","1 - DAYLIGHT","-95.40787356","8","NOT APPLICABLE","250,000 POP AND OVER","NONE","No Data","BITUMINOUS SURFACE (PAVED)","EMERGENCY ONLY","No Data","3","No Data","45","IH0045","NO DATA","172","Yes","1 - CLEAR"
"18669466","NO","false","NOT APPLICABLE","OUTSIDE CITY LIMITS","WRONG WAY - ONE WAY ROAD","2021-12-27","12","C - POSSIBLE INJURY","1401","2021","1E","MONDAY","14:00 - 14:59","-1","NON INTERSECTION","29.89805816","CURB-SURFACE DRAINAGE ONLY","NONE (UNPAVED)","NO DESIGNATED USE","1 - DAYLIGHT","-95.42151228","6","NOT APPLICABLE","RURAL","CURB-SUB-SURFACE ONLY","No Data","NONE (UNPAVED)","NO DESIGNATED USE","No Data","3","No Data","35","SH0249","NO DATA","92","Yes","1 - CLEAR"
"18670468","NO","false","NOT APPLICABLE","LA PORTE","DISTRACTION IN VEHICLE; FAILED TO CONTROL SPEED","2021-12-27","12","B - SUSPECTED MINOR INJURY","0745","2021","NO DATA","MONDAY","07:00 - 07:59","-1","NON INTERSECTION","29.65967153","No Data","No Data","No Data","1 - DAYLIGHT","-95.07523216","No Data","NOT APPLICABLE","25,000 - 49,999 POP","No Data","No Data","No Data","No Data","No Data","No Data","No Data","30","COLLINGSWOOD RD","10264","No Data","Yes","1 - CLEAR"
"18672542","NO","true","NOT APPLICABLE","HOUSTON","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2021-12-27","12","C - POSSIBLE INJURY","0655","2021","10","MONDAY","06:00 - 06:59","-1","INTERSECTION RELATED","29.71631481","No Data","No Data","No Data","1 - DAYLIGHT","-95.48893306","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","35","GULFTON ST","6099","No Data","Yes","2 - CLOUDY"
"18671816","NO","true","NOT APPLICABLE","OUTSIDE CITY LIMITS","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2021-12-28","12","C - POSSIBLE INJURY","2355","2021","3N","TUESDAY","23:00 - 23:59","-1","INTERSECTION RELATED","29.89718456","NONE","BITUMINOUS SURFACE (PAVED)","EMERGENCY ONLY","3 - DARK, LIGHTED","-95.06345428","4","NOT APPLICABLE","RURAL","NONE","No Data","BITUMINOUS SURFACE (PAVED)","EMERGENCY ONLY","No Data","4","No Data","35","FM2100","14510","63","Yes","1 - CLEAR"
"18675212","NO","false","NOT APPLICABLE","HOUSTON","FAILED TO CONTROL SPEED","2021-12-28","12","B - SUSPECTED MINOR INJURY","0011","2021","10","TUESDAY","00:00 - 00:59","-1","NON INTERSECTION","29.76544183","No Data","No Data","No Data","3 - DARK, LIGHTED","-95.32288999","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","40","CLINTON DR","4702","No Data","Yes","1 - CLEAR"
"18676389","NO","false","NOT APPLICABLE","HOUSTON","FAULTY EVASIVE ACTION","2021-12-28","12","C - POSSIBLE INJURY","0540","2021","20","TUESDAY","05:00 - 05:59","-1","NON INTERSECTION","29.86000478","No Data","No Data","No Data","3 - DARK, LIGHTED","-95.44568306","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","35","CARVER RD","6700","No Data","Yes","2 - CLOUDY"
"18674542","NO","false","NOT APPLICABLE","HOUSTON","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2021-12-29","12","A - SUSPECTED SERIOUS INJURY","1912","2021","30","WEDNESDAY","19:00 - 19:59","-1","NON INTERSECTION","29.73667668","CURB-SUB-SURFACE ONLY","NONE (UNPAVED)","NO DESIGNATED USE","3 - DARK, LIGHTED","-95.5761971","8","NOT APPLICABLE","250,000 POP AND OVER","CURB-SUB-SURFACE ONLY","No Data","NONE (UNPAVED)","NO DESIGNATED USE","ROADBED SOIL","4","No Data","35","FM1093","NO DATA","90","Yes","1 - CLEAR"
"18694338","NO","true","NOT APPLICABLE","OUTSIDE CITY LIMITS","OTHER (EXPLAIN IN NARRATIVE)","2021-12-29","12","A - SUSPECTED SERIOUS INJURY","1240","2021","2D","WEDNESDAY","12:00 - 12:59","-1","INTERSECTION","29.93973476","No Data","No Data","No Data","1 - DAYLIGHT","-95.21137312","No Data","NOT APPLICABLE","RURAL","No Data","No Data","No Data","No Data","No Data","No Data","No Data","30","SUNSET BREEZE DR","11700","No Data","Yes","1 - CLEAR"
"18674274","NO","false","NOT APPLICABLE","HOUSTON","DISREGARD STOP AND GO SIGNAL","2021-12-30","12","C - POSSIBLE INJURY","1815","2021","40","THURSDAY","18:00 - 18:59","-1","INTERSECTION RELATED","29.8707647","No Data","No Data","No Data","1 - DAYLIGHT","-95.43671155","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","35","W MONTGOMERY RD","NO DATA","No Data","Yes","2 - CLOUDY"
"18675352","NO","false","NOT APPLICABLE","PASADENA","OTHER (EXPLAIN IN NARRATIVE)","2021-12-30","12","K - FATAL INJURY","2309","2021","NO DATA","THURSDAY","23:00 - 23:59","-1","NON INTERSECTION","29.66502482","No Data","No Data","No Data","2 - DARK, NOT LIGHTED","-95.19223235","No Data","NOT APPLICABLE","100,000 - 249,999 POP","No Data","No Data","No Data","No Data","No Data","No Data","No Data","40","SPENCER HWY","NO DATA","No Data","Yes","1 - CLEAR"
"18693343","NO","false","NOT APPLICABLE","HOUSTON","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2021-12-30","12","B - SUSPECTED MINOR INJURY","1556","2021","20","THURSDAY","15:00 - 15:59","-1","DRIVEWAY ACCESS","29.68767048","No Data","No Data","No Data","1 - DAYLIGHT","-95.36408874","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","35","SCOTT ST","NO DATA","No Data","Yes","1 - CLEAR"
"18708677","NO","false","NOT APPLICABLE","HOUSTON","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2021-12-30","12","K - FATAL INJURY","2042","2021","10","THURSDAY","20:00 - 20:59","-1","INTERSECTION RELATED","29.61353358","NONE","STABILIZED-SURFACED WITH FLEX (UNPAVED)","EMERGENCY ONLY","3 - DARK, LIGHTED","-95.41960505","4","NOT APPLICABLE","250,000 POP AND OVER","NONE","No Data","STABILIZED-SURFACED WITH FLEX (UNPAVED)","EMERGENCY ONLY","No Data","1","No Data","50","FM0521","13402","68","Yes","1 - CLEAR"
"18679664","NO","false","NOT APPLICABLE","HOUSTON","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2021-12-31","12","C - POSSIBLE INJURY","0153","2021","20","FRIDAY","01:00 - 01:59","-1","NON INTERSECTION","29.74670902","No Data","No Data","No Data","3 - DARK, LIGHTED","-95.38914297","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","30","PACIFIC ST","706","No Data","Yes","1 - CLEAR"
"19367104","NO","true","NOT APPLICABLE","HOUSTON","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2021-12-31","12","C - POSSIBLE INJURY","1000","2021","10","FRIDAY","10:00 - 10:59","-1","INTERSECTION RELATED","29.68910482","No Data","No Data","No Data","1 - DAYLIGHT","-95.46467307","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","45","BEECHNUT ST","4999","No Data","Yes","2 - CLOUDY"
"18676241","NO","false","NOT APPLICABLE","HOUSTON","FAILED TO CONTROL SPEED","2022-01-01","1","C - POSSIBLE INJURY","2227","2022","20","SATURDAY","22:00 - 22:59","-1","NON INTERSECTION","29.78696839","No Data","No Data","No Data","3 - DARK, LIGHTED","-95.32947428","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","30","COURTNEY ST","4046","No Data","Yes","1 - CLEAR"
"18682980","NO","false","NOT APPLICABLE","OUTSIDE CITY LIMITS","DISABLED IN TRAFFIC LANE; FAILED TO CONTROL SPEED","2022-01-01","1","B - SUSPECTED MINOR INJURY","0602","2022","5D","SATURDAY","06:00 - 06:59","-1","NON INTERSECTION","29.90562992","NONE","BITUMINOUS SURFACE (PAVED)","EMERGENCY ONLY","1 - DAYLIGHT","-95.60601663","6","NOT APPLICABLE","RURAL","NONE","No Data","BITUMINOUS SURFACE (PAVED)","EMERGENCY ONLY","No Data","8","No Data","50","US0290","NO DATA","76","Yes","1 - CLEAR"
"18686481","NO","false","NOT APPLICABLE","OUTSIDE CITY LIMITS","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2022-01-01","1","B - SUSPECTED MINOR INJURY","0200","2022","1N","SATURDAY","02:00 - 02:59","-1","NON INTERSECTION","30.0070768","CURB-SUB-SURFACE ONLY","NONE (UNPAVED)","NO DESIGNATED USE","3 - DARK, LIGHTED","-95.46370784","6","NOT APPLICABLE","RURAL","CURB-SUB-SURFACE ONLY","No Data","NONE (UNPAVED)","NO DESIGNATED USE","No Data","1","No Data","40","FM1960","NO DATA","123","Yes","1 - CLEAR"
"18764087","NO","true","NOT APPLICABLE","OUTSIDE CITY LIMITS","DRIVER INATTENTION;PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2022-01-01","1","B - SUSPECTED MINOR INJURY","1900","2022","5T","SATURDAY","19:00 - 19:59","-1","INTERSECTION RELATED","29.93934477","No Data","No Data","No Data","3 - DARK, LIGHTED","-95.58479303","No Data","NOT APPLICABLE","RURAL","No Data","No Data","No Data","No Data","No Data","No Data","No Data","40","JONES RD","11400","No Data","Yes","99 - UNKNOWN"
"18676712","NO","true","NOT APPLICABLE","HOUSTON","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN;PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2022-01-02","1","A - SUSPECTED SERIOUS INJURY","2036","2022","30","SUNDAY","20:00 - 20:59","-1","INTERSECTION","29.73775311","CURB-SUB-SURFACE ONLY","NONE (UNPAVED)","NO DESIGNATED USE","3 - DARK, LIGHTED","-95.48986397","8","NOT APPLICABLE","250,000 POP AND OVER","CURB-SUB-SURFACE ONLY","No Data","NONE (UNPAVED)","NO DESIGNATED USE","No Data","4","No Data","35","FM1093","NO DATA","90","Yes","1 - CLEAR"
"18686816","NO","false","NOT APPLICABLE","HOUSTON","FAILED TO DRIVE IN SINGLE LANE","2022-01-02","1","K - FATAL INJURY","0750","2022","50","SUNDAY","07:00 - 07:59","-1","NON INTERSECTION","29.8466498","NONE","NONE (UNPAVED)","NO DESIGNATED USE","1 - DAYLIGHT","-95.39365098","8","NOT APPLICABLE","250,000 POP AND OVER","NONE","No Data","BITUMINOUS SURFACE (PAVED)","EMERGENCY ONLY","No Data","3","No Data","60","IH0045","NO DATA","96","Yes","1 - CLEAR"
"18679046","NO","true","NOT APPLICABLE","HOUSTON","DISABLED IN TRAFFIC LANE;FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2022-01-03","1","A - SUSPECTED SERIOUS INJURY","1600","2022","NO DATA","MONDAY","16:00 - 16:59","-1","INTERSECTION RELATED","29.71029481","No Data","No Data","No Data","1 - DAYLIGHT","-95.40184308","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","40","DRYDEN RD","1800","No Data","Yes","1 - CLEAR"
"18679951","NO","false","NOT APPLICABLE","MISSOURI CITY","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2022-01-03","1","B - SUSPECTED MINOR INJURY","1814","2022","40","MONDAY","18:00 - 18:59","-1","DRIVEWAY ACCESS","29.63849478","No Data","No Data","No Data","3 - DARK, LIGHTED","-95.50987993","No Data","NOT APPLICABLE","50,000 - 99,999 POP","No Data","No Data","No Data","No Data","No Data","No Data","No Data","35","FONMEADOW BLVD","14909","No Data","Yes","1 - CLEAR"
"18685278","NO","false","NOT APPLICABLE","HOUSTON","HAD BEEN DRINKING;PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2022-01-03","1","K - FATAL INJURY","2009","2022","30","MONDAY","20:00 - 20:59","-1","NON INTERSECTION","29.63448964","NONE","EARTH-WITH OR WITHOUT TURF (UNPAVED)","EMERGENCY ONLY","3 - DARK, LIGHTED","-95.4972663","6","NOT APPLICABLE","250,000 POP AND OVER","NONE","No Data","STABILIZED-SURFACED WITH FLEX (UNPAVED)","EMERGENCY ONLY","No Data","9","No Data","50","UA0090","NO DATA","76","Yes","1 - CLEAR"
"18709318","NO","false","NOT APPLICABLE","HOUSTON","OTHER (EXPLAIN IN NARRATIVE)","2022-01-03","1","B - SUSPECTED MINOR INJURY","1930","2022","40","MONDAY","19:00 - 19:59","-1","NON INTERSECTION","29.78622052","NONE","BITUMINOUS SURFACE (PAVED)","EMERGENCY ONLY","3 - DARK, LIGHTED","-95.21868329","4","NOT APPLICABLE","250,000 POP AND OVER","NONE","No Data","BITUMINOUS SURFACE (PAVED)","EMERGENCY ONLY","No Data","2","No Data","40","FM0526","491","64","Yes","1 - CLEAR"
"19316360","NO","true","NOT APPLICABLE","HOUSTON","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2022-01-03","1","C - POSSIBLE INJURY","0551","2022","10","MONDAY","05:00 - 05:59","-1","INTERSECTION RELATED","29.68841482","No Data","No Data","No Data","3 - DARK, LIGHTED","-95.57034304","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","45","WILCREST DR","NO DATA","No Data","Yes","3 - RAIN"
"18698294","NO","false","NOT APPLICABLE","HOUSTON","FAILED TO YIELD RIGHT OF WAY - STOP SIGN","2022-01-04","1","K - FATAL INJURY","0612","2022","20","TUESDAY","06:00 - 06:59","-1","NON INTERSECTION","29.66732287","NONE","BITUMINOUS SURFACE (PAVED)","EMERGENCY ONLY","4 - DARK, UNKNOWN LIGHTING","-95.38344874","10","NOT APPLICABLE","250,000 POP AND OVER","NONE","No Data","BITUMINOUS SURFACE (PAVED)","EMERGENCY ONLY","No Data","1","No Data","35","SH0288","NO DATA","84","Yes","1 - CLEAR"
"18683477","NO","false","NOT APPLICABLE","HOUSTON","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2022-01-05","1","B - SUSPECTED MINOR INJURY","1640","2022","40","WEDNESDAY","16:00 - 16:59","-1","INTERSECTION RELATED","29.67711501","No Data","No Data","No Data","1 - DAYLIGHT","-95.59970358","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","35","BISSONNET ST","NO DATA","No Data","Yes","1 - CLEAR"
"18692541","NO","true","NOT APPLICABLE","PASADENA","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2022-01-05","1","C - POSSIBLE INJURY","2038","2022","NO DATA","WEDNESDAY","20:00 - 20:59","-1","INTERSECTION","29.70525481","No Data","No Data","No Data","3 - DARK, LIGHTED","-95.21988313","No Data","NOT APPLICABLE","100,000 - 249,999 POP","No Data","No Data","No Data","No Data","No Data","No Data","No Data","-1","S RICHEY ST","501","No Data","Yes","2 - CLOUDY"
"18692823","NO","false","NOT APPLICABLE","HOUSTON","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2022-01-05","1","C - POSSIBLE INJURY","1442","2022","30","WEDNESDAY","14:00 - 14:59","-1","NON INTERSECTION","29.84870478","No Data","No Data","No Data","1 - DAYLIGHT","-95.33303309","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","45","TIDWELL RD","3600","No Data","Yes","1 - CLEAR"
"18706503","NO","true","NOT APPLICABLE","HOUSTON","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2022-01-05","1","B - SUSPECTED MINOR INJURY","0605","2022","30","WEDNESDAY","06:00 - 06:59","-1","INTERSECTION RELATED","29.7495348","No Data","No Data","No Data","2 - DARK, NOT LIGHTED","-95.35809309","No Data","NOT APPLICABLE","250,000 POP AND OVER","No Data","No Data","No Data","No Data","No Data","No Data","No Data","35","CHARTRES ST","1299","No Data","Yes","1 - CLEAR"
