Crash ID,Active School Zone Flag,At Intersection Flag,Bridge Detail,City,Contributing Factors,Crash Date,Crash Month,Crash Severity,Crash Time,Crash Year,DA,Day of Week,Hour of Day,Intersecting Road Speed Limit,Intersection Related,Latitude,Left Curb Type,Left Shoulder Type,Left Shoulder Use,Light Condition,Longitude,Number of Lanes,Object Struck,Population Group,Right Curb Type,Right of Way Usual Width,Right Shoulder Type,Right Shoulder Use,Road Base Type,Section,Section 2,Speed Limit,Street Name,Street Number,Surface Width,TxDOT Reportable Flag,Weather Condition
17972690,NO,TRUE,NOT APPLICABLE,HOUSTON,TURNED WHEN UNSAFE,11/2/20,11,C - POSSIBLE INJURY,1230,2020,10,MONDAY,12:00 - 12:59,-1,INTERSECTION,29.7715748,No Data,No Data,No Data,1 - DAYLIGHT,-95.34959309,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,LYONS AVE,1898,No Data,Yes,1 - CLEAR
17947387,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,11/3/20,11,B - SUSPECTED MINOR INJURY,730,2020,NO DATA,TUESDAY,07:00 - 07:59,-1,INTERSECTION RELATED,30.00930466,No Data,No Data,No Data,1 - DAYLIGHT,-95.41315599,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,20,N VISTA DR,NO DATA,No Data,Yes,1 - CLEAR
17949610,NO,TRUE,NOT APPLICABLE,HOUSTON,DISREGARD STOP AND GO SIGNAL,11/3/20,11,C - POSSIBLE INJURY,1500,2020,20,TUESDAY,15:00 - 15:59,-1,INTERSECTION,29.74370481,No Data,No Data,No Data,1 - DAYLIGHT,-95.38049309,No Data,HIT LUMINAIRE POLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,SMITH ST,3201,No Data,Yes,1 - CLEAR
17991713,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,OTHER (EXPLAIN IN NARRATIVE),11/3/20,11,C - POSSIBLE INJURY,531,2020,1N,TUESDAY,05:00 - 05:59,-1,NON INTERSECTION,30.09603324,No Data,No Data,No Data,"2 - DARK, NOT LIGHTED",-95.54267707,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,40,DOWDELL RD,8193,No Data,Yes,1 - CLEAR
17953686,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,11/4/20,11,B - SUSPECTED MINOR INJURY,2040,2020,30,WEDNESDAY,20:00 - 20:59,-1,INTERSECTION,29.84909479,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.54521304,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,GESSNER RD,NO DATA,No Data,Yes,1 - CLEAR
17950732,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,11/6/20,11,C - POSSIBLE INJURY,730,2020,10,FRIDAY,07:00 - 07:59,-1,INTERSECTION RELATED,29.7583348,No Data,No Data,No Data,1 - DAYLIGHT,-95.35237309,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,FRANKLIN ST,1899,No Data,Yes,1 - CLEAR
17955728,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,11/6/20,11,A - SUSPECTED SERIOUS INJURY,1812,2020,5D,FRIDAY,18:00 - 18:59,-1,NON INTERSECTION,29.92111033,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.60439486,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,40,N ELDRIDGE PKWY,10155,No Data,Yes,1 - CLEAR
17951001,NO,FALSE,NOT APPLICABLE,HOUSTON,DRIVER INATTENTION,11/7/20,11,B - SUSPECTED MINOR INJURY,943,2020,20,SATURDAY,09:00 - 09:59,-1,INTERSECTION RELATED,29.80946108,No Data,No Data,No Data,1 - DAYLIGHT,-95.3172031,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,LOCKWOOD DR,NO DATA,No Data,Yes,2 - CLOUDY
17952528,NO,TRUE,NOT APPLICABLE,HOUSTON,TURNED WHEN UNSAFE,11/7/20,11,B - SUSPECTED MINOR INJURY,1503,2020,40,SATURDAY,15:00 - 15:59,-1,INTERSECTION RELATED,29.74997481,No Data,No Data,No Data,1 - DAYLIGHT,-95.49739306,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,SAN FELIPE ST,NO DATA,No Data,Yes,1 - CLEAR
17965013,NO,FALSE,NOT APPLICABLE,HOUSTON,DRIVER INATTENTION,11/9/20,11,A - SUSPECTED SERIOUS INJURY,2247,2020,10,MONDAY,22:00 - 22:59,-1,NON INTERSECTION,29.69455254,CURB-SURFACE DRAINAGE ONLY,NONE (UNPAVED),NO DESIGNATED USE,"3 - DARK, LIGHTED",-95.29130999,5,NOT APPLICABLE,"250,000 POP AND OVER",CURB-SURFACE DRAINAGE ONLY,No Data,NONE (UNPAVED),NO DESIGNATED USE,No Data,1,No Data,35,SH0035,NO DATA,54,Yes,1 - CLEAR
17965379,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE;UNDER INFLUENCE - DRUG,11/9/20,11,K - FATAL INJURY,504,2020,30,MONDAY,05:00 - 05:59,-1,NON INTERSECTION,29.85523467,NONE,NONE (UNPAVED),NO DESIGNATED USE,"3 - DARK, LIGHTED",-95.51677861,6,NOT APPLICABLE,"250,000 POP AND OVER",NONE,No Data,BITUMINOUS SURFACE (PAVED),EMERGENCY ONLY,No Data,9,No Data,45,US0290,NO DATA,110,Yes,2 - CLOUDY
17957427,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,11/10/20,11,C - POSSIBLE INJURY,1650,2020,30,TUESDAY,16:00 - 16:59,-1,DRIVEWAY ACCESS,29.81424614,CURB-SURFACE DRAINAGE ONLY,NONE (UNPAVED),NO DESIGNATED USE,1 - DAYLIGHT,-95.41063843,6,NOT APPLICABLE,"250,000 POP AND OVER",CURB-SURFACE DRAINAGE ONLY,No Data,NONE (UNPAVED),NO DESIGNATED USE,No Data,7,No Data,45,SS0261,NO DATA,72,Yes,1 - CLEAR
17959496,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,11/12/20,11,C - POSSIBLE INJURY,1815,2020,70,THURSDAY,18:00 - 18:59,-1,INTERSECTION RELATED,29.71007481,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.39140309,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,CAMBRIDGE ST,NO DATA,No Data,Yes,1 - CLEAR
17959809,NO,TRUE,NOT APPLICABLE,SOUTH HOUSTON,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,11/12/20,11,C - POSSIBLE INJURY,1832,2020,NO DATA,THURSDAY,18:00 - 18:59,-1,INTERSECTION RELATED,29.66455482,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.22187313,No Data,NOT APPLICABLE,"10,000 - 24,999 POP",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,SPENCER HWY,798,No Data,Yes,1 - CLEAR
17986503,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,SPEEDING - (OVERLIMIT);OTHER (EXPLAIN IN NARRATIVE),11/13/20,11,K - FATAL INJURY,1812,2020,NO DATA,FRIDAY,18:00 - 18:59,-1,NON INTERSECTION,29.91267285,No Data,No Data,No Data,"2 - DARK, NOT LIGHTED",-95.39294248,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,MCFARLAND RD,394,No Data,Yes,2 - CLOUDY
17961087,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,BACKED WITHOUT SAFETY,11/14/20,11,C - POSSIBLE INJURY,935,2020,4D,SATURDAY,09:00 - 09:59,-1,NON INTERSECTION,29.86929634,No Data,No Data,No Data,1 - DAYLIGHT,-95.59518784,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,COUNTRY ARBOR LN,12534,No Data,Yes,1 - CLEAR
18012497,NO,TRUE,NOT APPLICABLE,HOUSTON,DRIVER INATTENTION,11/14/20,11,A - SUSPECTED SERIOUS INJURY,1233,2020,80,SATURDAY,12:00 - 12:59,-1,INTERSECTION,29.74672481,No Data,No Data,No Data,1 - DAYLIGHT,-95.62510302,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,45,ELDRIDGE PKWY,NO DATA,No Data,Yes,1 - CLEAR
18013284,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT;PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE,11/14/20,11,B - SUSPECTED MINOR INJURY,1712,2020,10,SATURDAY,17:00 - 17:59,-1,INTERSECTION RELATED,29.84841478,No Data,No Data,No Data,1 - DAYLIGHT,-95.3022131,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,40,HOMESTEAD RD,NO DATA,No Data,Yes,1 - CLEAR
17977419,NO,FALSE,NOT APPLICABLE,HOUSTON,PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE,11/17/20,11,B - SUSPECTED MINOR INJURY,1500,2020,30,TUESDAY,15:00 - 15:59,-1,NON INTERSECTION,29.6277712,No Data,No Data,No Data,1 - DAYLIGHT,-95.22358846,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,ALMEDA GENOA RD,10634,No Data,Yes,1 - CLEAR
17982177,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,11/17/20,11,B - SUSPECTED MINOR INJURY,1655,2020,40,TUESDAY,16:00 - 16:59,-1,NON INTERSECTION,29.74240554,No Data,No Data,No Data,1 - DAYLIGHT,-95.41656057,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,WESTHEIMER RD,NO DATA,No Data,Yes,1 - CLEAR
18018332,NO,TRUE,NOT APPLICABLE,HOUSTON,DRIVER INATTENTION;FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,11/18/20,11,C - POSSIBLE INJURY,745,2020,30,WEDNESDAY,07:00 - 07:59,-1,INTERSECTION RELATED,29.65065482,No Data,No Data,No Data,1 - DAYLIGHT,-95.3367231,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,40,MARTIN LUTHER KING BLVD,9200,No Data,Yes,1 - CLEAR
18507734,NO,TRUE,NOT APPLICABLE,OUTSIDE CITY LIMITS,DISREGARD STOP SIGN OR LIGHT,11/18/20,11,B - SUSPECTED MINOR INJURY,1349,2020,NO DATA,WEDNESDAY,13:00 - 13:59,-1,INTERSECTION,30.04184474,No Data,No Data,No Data,1 - DAYLIGHT,-95.34542308,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,MEADOWGATE DR,22600,No Data,Yes,1 - CLEAR
17970650,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION,11/19/20,11,B - SUSPECTED MINOR INJURY,1415,2020,30,THURSDAY,14:00 - 14:59,-1,NON INTERSECTION,29.84767512,No Data,No Data,No Data,1 - DAYLIGHT,-95.28481484,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,45,N WAYSIDE RD,NO DATA,No Data,Yes,1 - CLEAR
17970875,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,11/19/20,11,C - POSSIBLE INJURY,1323,2020,50,THURSDAY,13:00 - 13:59,-1,INTERSECTION,29.81478479,No Data,No Data,No Data,1 - DAYLIGHT,-95.36121309,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,IRVINGTON BLVD,NO DATA,No Data,Yes,1 - CLEAR
17971029,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,11/19/20,11,B - SUSPECTED MINOR INJURY,807,2020,30,THURSDAY,08:00 - 08:59,-1,INTERSECTION RELATED,29.73394481,No Data,No Data,No Data,1 - DAYLIGHT,-95.42446308,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,RICHMOND AVE,3099,No Data,Yes,1 - CLEAR
17973980,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,11/19/20,11,C - POSSIBLE INJURY,1738,2020,10,THURSDAY,17:00 - 17:59,-1,NON INTERSECTION,29.8568126,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.39290193,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,SUNNYSIDE ST,457,No Data,Yes,1 - CLEAR
17982025,NO,TRUE,NOT APPLICABLE,OUTSIDE CITY LIMITS,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,11/19/20,11,C - POSSIBLE INJURY,903,2020,4D,THURSDAY,09:00 - 09:59,-1,INTERSECTION,29.82772623,No Data,No Data,No Data,1 - DAYLIGHT,-95.73856656,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,BRIDGEBLUFF LN,3753,No Data,Yes,1 - CLEAR
17982588,NO,FALSE,NOT APPLICABLE,FRIENDSWOOD,DROVE WITHOUT HEADLIGHTS;FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN;PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE;WRONG SIDE - APPROACH OR INTERSECTION,11/19/20,11,B - SUSPECTED MINOR INJURY,1826,2020,NO DATA,THURSDAY,18:00 - 18:59,-1,INTERSECTION RELATED,29.52232543,NONE,BITUMINOUS SURFACE (PAVED),BICYCLE,"3 - DARK, LIGHTED",-95.16173233,6,NOT APPLICABLE,"25,000 - 49,999 POP",NONE,No Data,BITUMINOUS SURFACE (PAVED),BICYCLE,No Data,1,No Data,20,FM0528,3199,82,Yes,1 - CLEAR
17980122,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,FAILED TO CONTROL SPEED; HAD BEEN DRINKING,11/21/20,11,C - POSSIBLE INJURY,2103,2020,4E,SATURDAY,21:00 - 21:59,-1,NON INTERSECTION,29.86248322,No Data,No Data,No Data,"2 - DARK, NOT LIGHTED",-95.7150785,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-1,W LITTLE YORK RD,NO DATA,No Data,Yes,1 - CLEAR
17991889,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO CONTROL SPEED,11/22/20,11,K - FATAL INJURY,530,2020,10,SUNDAY,05:00 - 05:59,-1,NON INTERSECTION,29.84174854,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.488909,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,40,BINGLE RD,NO DATA,No Data,Yes,1 - CLEAR
17978505,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,11/23/20,11,B - SUSPECTED MINOR INJURY,1610,2020,40,MONDAY,16:00 - 16:59,-1,INTERSECTION RELATED,29.88345478,No Data,No Data,No Data,1 - DAYLIGHT,-95.44956306,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,W MONTGOMERY RD,NO DATA,No Data,Yes,2 - CLOUDY
17981868,NO,FALSE,NOT APPLICABLE,HOUSTON,FAULTY EVASIVE ACTION;PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE,11/23/20,11,B - SUSPECTED MINOR INJURY,1730,2020,10,MONDAY,17:00 - 17:59,-1,NON INTERSECTION,29.83322532,NONE,NONE (UNPAVED),NO DESIGNATED USE,6 - DUSK,-95.48372923,6,NOT APPLICABLE,"250,000 POP AND OVER",NONE,No Data,BITUMINOUS SURFACE (PAVED),EMERGENCY ONLY,No Data,9,No Data,45,US0290,NO DATA,110,Yes,1 - CLEAR
17983363,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,FAILED TO DRIVE IN SINGLE LANE,11/23/20,11,C - POSSIBLE INJURY,2120,2020,2N,MONDAY,21:00 - 21:59,-1,NON INTERSECTION,29.86984478,No Data,No Data,No Data,"2 - DARK, NOT LIGHTED",-95.31986644,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-1,LITTLE YORK RD,4701,No Data,Yes,1 - CLEAR
18001128,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,DRIVER INATTENTION; FAILED TO CONTROL SPEED,11/24/20,11,C - POSSIBLE INJURY,15,2020,1T,TUESDAY,00:00 - 00:59,-1,NON INTERSECTION,30.02984333,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.48062162,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,40,KUYKENDAHL RD,17686,No Data,Yes,1 - CLEAR
17980589,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,11/25/20,11,C - POSSIBLE INJURY,1641,2020,80,WEDNESDAY,16:00 - 16:59,-1,INTERSECTION RELATED,29.72309481,No Data,No Data,No Data,1 - DAYLIGHT,-95.41851308,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,KIRBY DR,5499,No Data,Yes,1 - CLEAR
17981067,NO,TRUE,NOT APPLICABLE,JERSEY VILLAGE,DRIVER INATTENTION;FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,11/25/20,11,C - POSSIBLE INJURY,1200,2020,NO DATA,WEDNESDAY,12:00 - 12:59,-1,NON INTERSECTION,29.88099478,No Data,No Data,No Data,"2 - DARK, NOT LIGHTED",-95.56171303,No Data,NOT APPLICABLE,"5,000 - 9,999 POP",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,SENATE AVE,NO DATA,No Data,Yes,2 - CLOUDY
17994775,NO,FALSE,NOT APPLICABLE,HOUSTON,FAULTY EVASIVE ACTION,11/25/20,11,C - POSSIBLE INJURY,2010,2020,30,WEDNESDAY,20:00 - 20:59,-1,NON INTERSECTION,29.73660033,CURB-SUB-SURFACE ONLY,NONE (UNPAVED),NO DESIGNATED USE,"2 - DARK, NOT LIGHTED",-95.58188598,8,NOT APPLICABLE,"250,000 POP AND OVER",CURB-SUB-SURFACE ONLY,No Data,NONE (UNPAVED),NO DESIGNATED USE,ROADBED SOIL,4,No Data,35,FM1093,NO DATA,90,Yes,1 - CLEAR
18060732,NO,FALSE,NOT APPLICABLE,HOUSTON,OTHER (EXPLAIN IN NARRATIVE),11/26/20,11,K - FATAL INJURY,1816,2020,40,THURSDAY,18:00 - 18:59,-1,NON INTERSECTION,29.89819958,CURB-SURFACE DRAINAGE ONLY,NONE (UNPAVED),NO DESIGNATED USE,"3 - DARK, LIGHTED",-95.41448655,6,NOT APPLICABLE,"250,000 POP AND OVER",CURB-SUB-SURFACE ONLY,No Data,NONE (UNPAVED),NO DESIGNATED USE,No Data,3,No Data,45,SH0249,NO DATA,92,Yes,1 - CLEAR
18000436,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,CHANGED LANE WHEN UNSAFE;FAILED TO CONTROL SPEED;OTHER (EXPLAIN IN NARRATIVE),11/28/20,11,A - SUSPECTED SERIOUS INJURY,1748,2020,4T,SATURDAY,17:00 - 17:59,-1,NON INTERSECTION,29.70375139,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.62780853,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,40,BELLAIRE BLVD,NO DATA,No Data,Yes,3 - RAIN
17997672,NO,TRUE,NOT APPLICABLE,HOUSTON,DRIVER INATTENTION,12/1/20,12,C - POSSIBLE INJURY,730,2020,NO DATA,TUESDAY,07:00 - 07:59,-1,INTERSECTION RELATED,30.05883473,No Data,No Data,No Data,1 - DAYLIGHT,-95.18717312,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,W LAKE HOUSTON PKWY,NO DATA,No Data,Yes,1 - CLEAR
18107303,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE,12/1/20,12,C - POSSIBLE INJURY,531,2020,2T,TUESDAY,05:00 - 05:59,-1,INTERSECTION RELATED,30.02132907,NONE,BITUMINOUS SURFACE (PAVED),EMERGENCY ONLY,"3 - DARK, LIGHTED",-95.42888131,9,NOT APPLICABLE,RURAL,NONE,No Data,BITUMINOUS SURFACE (PAVED),EMERGENCY ONLY,No Data,5,No Data,55,IH0045,NO DATA,88,Yes,1 - CLEAR
17991374,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO CONTROL SPEED; UNDER INFLUENCE - ALCOHOL,12/2/20,12,K - FATAL INJURY,23,2020,30,WEDNESDAY,00:00 - 00:59,-1,NON INTERSECTION,29.65853389,No Data,No Data,No Data,"2 - DARK, NOT LIGHTED",-95.34036343,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,REED RD,5524,No Data,Yes,2 - CLOUDY
18013346,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN;FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,12/3/20,12,B - SUSPECTED MINOR INJURY,1412,2020,50,THURSDAY,14:00 - 14:59,-1,INTERSECTION,29.85492478,No Data,No Data,No Data,1 - DAYLIGHT,-95.26236311,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,STERLINGSHIRE ST,8798,No Data,Yes,1 - CLEAR
18002844,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,FAILED TO CONTROL SPEED;FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,12/6/20,12,C - POSSIBLE INJURY,1439,2020,4T,SUNDAY,14:00 - 14:59,-1,NON INTERSECTION,29.83942984,No Data,No Data,No Data,1 - DAYLIGHT,-95.69773116,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,COUNTRY SPRING RD,4614,No Data,Yes,1 - CLEAR
18007632,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,OTHER (EXPLAIN IN NARRATIVE),12/6/20,12,B - SUSPECTED MINOR INJURY,2140,2020,1E,SUNDAY,21:00 - 21:59,-1,NON INTERSECTION,30.02490625,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.44020177,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,CYPRESS STATION DR,NO DATA,No Data,Yes,1 - CLEAR
18004472,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,12/9/20,12,C - POSSIBLE INJURY,1458,2020,10,WEDNESDAY,14:00 - 14:59,-1,INTERSECTION RELATED,29.70431023,NONE,BITUMINOUS SURFACE (PAVED),EMERGENCY ONLY,1 - DAYLIGHT,-95.51324329,9,NOT APPLICABLE,"250,000 POP AND OVER",NONE,No Data,BITUMINOUS SURFACE (PAVED),EMERGENCY ONLY,ROADBED SOIL,13,No Data,45,IH0069,NO DATA,120,Yes,1 - CLEAR
18004873,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,OTHER (EXPLAIN IN NARRATIVE),12/9/20,12,K - FATAL INJURY,1918,2020,NO DATA,WEDNESDAY,19:00 - 19:59,-1,NON INTERSECTION,29.89799899,CURB-SURFACE DRAINAGE ONLY,NONE (UNPAVED),NO DESIGNATED USE,"2 - DARK, NOT LIGHTED",-95.42544762,6,NOT APPLICABLE,RURAL,CURB-SUB-SURFACE ONLY,No Data,NONE (UNPAVED),NO DESIGNATED USE,No Data,3,No Data,45,SH0249,NO DATA,92,Yes,1 - CLEAR
18006445,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT;PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE,12/9/20,12,B - SUSPECTED MINOR INJURY,1826,2020,20,WEDNESDAY,18:00 - 18:59,-1,INTERSECTION RELATED,29.7530248,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.41071308,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,W GRAY ST,2099,No Data,Yes,1 - CLEAR
18023798,NO,TRUE,NOT APPLICABLE,OUTSIDE CITY LIMITS,OTHER (EXPLAIN IN NARRATIVE),12/9/20,12,C - POSSIBLE INJURY,815,2020,1D,WEDNESDAY,08:00 - 08:59,-1,INTERSECTION,29.9975393,CURB-SUB-SURFACE ONLY,NONE (UNPAVED),NO DESIGNATED USE,1 - DAYLIGHT,-95.48093122,6,NOT APPLICABLE,RURAL,CURB-SUB-SURFACE ONLY,No Data,NONE (UNPAVED),NO DESIGNATED USE,No Data,1,No Data,40,FM1960,NO DATA,123,Yes,1 - CLEAR
18063356,NO,TRUE,NOT APPLICABLE,HOUSTON,DISREGARD STOP AND GO SIGNAL,12/11/20,12,C - POSSIBLE INJURY,1020,2020,10,FRIDAY,10:00 - 10:59,-1,INTERSECTION,29.7508548,No Data,No Data,No Data,1 - DAYLIGHT,-95.3349431,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,CANAL ST,3799,No Data,Yes,2 - CLOUDY
18036009,NO,TRUE,NOT APPLICABLE,OUTSIDE CITY LIMITS,OTHER (EXPLAIN IN NARRATIVE),12/12/20,12,C - POSSIBLE INJURY,1625,2020,4E,SATURDAY,16:00 - 16:59,-1,INTERSECTION,29.79235481,No Data,No Data,No Data,1 - DAYLIGHT,-95.718993,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,40,FRY RD,1790,No Data,Yes,1 - CLEAR
18069716,NO,TRUE,NOT APPLICABLE,HOUSTON,TURNED WHEN UNSAFE;OTHER (EXPLAIN IN NARRATIVE),12/15/20,12,C - POSSIBLE INJURY,1340,2020,40,TUESDAY,13:00 - 13:59,-1,INTERSECTION RELATED,29.84306478,No Data,No Data,No Data,1 - DAYLIGHT,-95.2622731,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,CHATWOOD DR,8800,No Data,Yes,2 - CLOUDY
